,source,target,weight
370,3307,3126,0.1
371,362,606,0.1
372,2077,2139,0.1
373,1144,2182,0.2
374,1276,1891,0.2
375,26,1490,0.1
376,917,791,-1.0
377,1076,452,0.1
378,3718,4598,-1.0
379,2598,2247,0.1
380,26,1626,0.1
381,387,75,0.1
382,977,163,0.1
383,1708,2016,0.1
384,2587,4004,0.2
385,2016,4092,0.4
386,2884,4618,0.1
387,4188,3838,0.2
388,3382,3378,0.1
389,10,3250,0.3
390,3174,2580,0.1
391,1062,673,0.1
392,1310,5413,0.3
393,5269,5104,-1.0
394,5110,4471,-1.0
395,89,6,0.5
396,4407,4471,0.2
397,560,120,0.1
398,3638,1275,0.1
399,2707,2903,0.1
400,1541,1360,0.1
401,4320,4280,0.1
402,3715,4594,-1.0
403,1700,1647,0.1
404,26,5815,0.1
405,5532,3825,0.2
406,1306,1341,0.1
407,4975,4979,0.2
408,4004,2354,0.3
409,4413,5134,0.1
410,26,3666,0.1
411,5269,2446,-1.0
412,822,350,0.2
413,132,2958,0.1
414,4182,4008,0.1
415,1814,2094,0.3
416,644,636,0.1
417,216,56,0.1
418,1814,1842,0.1
419,6,98,0.2
420,506,1310,0.1
421,1987,2139,0.1
422,145,69,0.1
423,2276,2355,0.1
424,4444,4468,-1.0
425,4206,2020,0.4
426,26,1653,0.1
427,2876,5705,0.1
428,1981,1361,0.1
429,30,1310,0.1
430,4850,5010,0.1
431,3743,1231,0.1
432,3643,2270,0.1
433,429,497,0.1
434,977,2348,0.2
435,1981,2721,-1.0
436,2218,2492,-0.1
437,3659,3721,0.1
438,909,26,0.1
439,1121,864,0.1
440,30,2587,0.1
441,4741,4115,0.1
442,2570,1293,0.2
443,2077,4373,0.1
444,3659,3662,0.1
445,585,657,0.2
446,10,1981,-0.3
447,2545,977,0.1
448,2214,2699,0.1
449,1176,1377,0.5
450,1743,1647,0.1
451,4447,3643,0.1
452,1248,3518,0.2
453,1875,1698,0.1
454,183,236,0.1
455,3452,4115,0.1
456,4502,4792,0.2
457,23,5,0.1
458,610,359,0.2
459,236,120,0.1
460,3346,2587,0.2
461,1690,1685,0.1
462,1321,4168,-0.1
463,3774,113,-1.0
464,1850,506,0.2
465,943,190,0.5
466,2984,2587,0.3
467,2273,606,0.2
468,1921,1324,0.1
469,26,1409,0.1
470,313,3459,0.1
471,623,313,0.1
472,2117,2077,0.1
473,1315,1756,0.1
474,3062,3854,0.1
475,1853,3006,0.1
476,1240,1622,0.1
477,864,1342,0.1
478,4518,1783,0.1
479,4277,2587,0.2
480,4921,4521,0.1
481,3481,3488,1.0
482,1871,1541,0.1
483,2790,2396,0.1
484,4284,3759,0.1
485,3717,4588,-1.0
486,1783,18,1.0
487,216,606,0.1
488,1275,1522,0.5
489,105,59,0.1
490,1160,4212,0.3
491,354,390,0.1
492,2884,4044,0.1
493,313,4280,0.1
494,2668,864,0.1
495,1284,896,0.3
496,3714,4588,-1.0
497,4775,5134,0.1
498,1667,1887,0.1
499,2070,2233,0.1
500,1610,10,0.3
501,1275,1310,-1.0
502,1685,2486,0.4
503,3778,2783,0.2
504,180,518,0.2
505,1344,41,0.2
506,2587,3776,0.3
507,453,377,0.5
508,98,1252,-1.0
509,551,455,0.1
510,428,84,0.7
511,75,1447,0.3
512,4230,2096,0.2
513,2587,3052,0.1
514,1469,1758,0.3
515,4917,2264,0.1
516,4471,1870,0.1
517,1764,4687,-1.0
518,1051,1054,0.1
519,1166,841,1.0
520,2611,2077,0.3
521,862,844,0.1
522,26,2525,0.1
523,3167,18,-1.0
524,1742,6,0.1
525,4569,4480,-1.0
526,5523,2974,0.1
527,2884,4348,0.1
528,3248,4604,0.1
529,4279,1275,0.1
530,1833,1725,0.1
531,3139,2338,0.3
532,1725,1293,0.1
533,1313,1307,0.1
534,4471,4329,0.2
535,3062,3349,0.1
536,1764,2955,0.3
537,2949,190,0.2
538,2938,3958,0.2
539,1905,26,0.1
540,1160,1276,0.4
541,4935,4440,-1.0
542,3062,4331,0.1
543,3719,4598,-1.0
544,2119,4697,0.1
545,2839,3189,0.1
546,5712,26,0.2
547,2876,5508,-0.5
548,3419,2839,0.2
549,2077,4579,-1.0
550,4373,3759,0.6
551,2762,1764,0.2
552,2587,4741,0.4
553,4312,3439,0.1
554,4127,2545,0.3
555,931,719,0.3
556,4298,4752,0.1
557,264,44,0.1
558,3282,4377,0.2
559,3836,3802,0.1
560,1521,86,0.1
561,2218,3257,0.3
562,1059,1091,0.3
563,1522,1531,0.2
564,1249,452,0.1
565,2208,1576,0.1
566,2727,3357,0.1
567,3,2150,0.3
568,1764,2201,0.1
569,1585,26,0.2
570,4561,4557,-1.0
571,3820,4416,0.1
572,1519,1564,0.1
573,3435,3436,0.1
574,1469,3690,0.1
575,591,462,0.1
576,3705,4074,0.2
577,1764,30,0.1
578,2587,1786,0.2
579,4115,2955,0.2
580,269,406,0.2
581,0,13,0.9
582,4697,2119,0.1
583,589,359,0.1
584,896,2093,0.1
585,4553,4316,0.2
586,3910,26,0.2
587,726,752,0.1
588,1370,1486,0.4
589,626,52,0.1
590,1168,1069,0.1
591,2500,10,0.1
592,4545,2444,0.1
593,548,365,0.1
594,3643,3470,0.1
595,3910,4008,0.2
596,3509,1764,0.1
597,11,688,0.1
598,3453,2953,0.2
599,867,882,0.1
600,5512,3523,0.1
601,2314,1853,0.1
602,3838,2342,0.1
603,742,230,0.1
604,363,59,0.1
605,2839,3484,0.2
606,506,2347,0.2
607,1275,1700,0.1
608,506,836,0.1
609,472,469,0.1
610,2347,2128,0.3
611,3164,3165,0.1
612,1756,2179,0.1
613,2626,2125,-1.0
614,98,1922,0.1
615,258,29,0.3
616,2279,18,0.1
617,3969,26,0.1
618,387,463,0.1
619,264,1756,0.2
620,4092,3298,0.1
621,2949,5222,0.1
622,1459,3659,0.2
623,1444,1552,0.1
624,4515,1568,0.1
625,2876,4974,-1.0
626,2218,2295,0.2
627,2075,1981,0.1
628,3904,1685,0.1
629,1276,1498,0.1
630,2839,3335,0.1
631,4230,5032,0.1
632,4115,3926,0.1
633,1950,2196,0.1
634,2110,132,0.1
635,4935,4933,0.1
636,1814,1708,0.1
637,2938,3910,0.5
638,3151,1697,0.3
639,3261,4577,-1.0
640,75,3573,0.3
641,3958,4004,-1.0
642,5551,5496,0.1
643,3356,4115,0.2
644,3564,184,-0.5
645,4466,4465,0.1
646,1893,5333,0.1
647,153,1571,0.2
648,5222,4206,0.5
649,84,482,0.1
650,4092,4778,-1.0
651,2632,272,0.1
652,3430,2839,0.2
653,859,587,0.1
654,339,282,0.1
655,2204,4705,0.1
656,3062,1887,0.1
657,3242,2247,0.7
658,3800,3937,0.1
659,436,124,0.1
660,4604,4806,-1.0
661,5801,2020,0.3
662,1764,1874,0.1
663,408,1697,1.0
664,1237,1216,0.1
665,4162,3736,0.9
666,98,3561,0.1
667,59,6,0.1
668,3391,2267,0.2
669,1293,1647,0.2
670,4101,4116,1.0
671,3711,4653,-1.0
672,69,2787,0.2
673,1647,482,0.1
674,1998,5746,0.1
675,4423,26,0.1
676,518,64,0.2
677,3953,1764,0.1
678,1552,3523,0.1
679,5156,5222,0.1
680,551,2077,0.1
681,1905,1275,0.1
682,3503,1786,0.1
683,4246,4051,0.1
684,313,176,0.2
685,4596,4545,-1.0
686,2614,2601,0.8
687,1281,1522,0.1
688,4583,4545,-1.0
689,2146,2349,0.1
690,3631,5702,0.1
691,1310,4471,0.2
692,1875,1898,0.1
693,176,5000,0.1
694,601,771,0.1
695,506,3032,0.2
696,86,5411,0.1
697,4092,510,0.1
698,1629,483,0.2
699,4115,3391,0.1
700,4619,26,0.1
701,175,403,0.2
702,5797,4413,0.1
703,1850,1698,0.2
704,2587,3967,0.1
705,1204,1631,0.2
706,2433,2459,0.3
707,882,551,0.1
708,4973,5429,0.1
709,4115,2354,0.1
710,1275,1324,0.8
711,1903,1887,0.1
712,1168,1024,0.1
713,1629,269,-1.0
714,3898,4335,0.4
715,1262,500,0.3
716,230,481,0.1
717,3577,1369,0.1
718,2587,2632,0.2
719,684,771,0.1
720,121,42,0.1
721,4560,4843,0.1
722,716,756,0.1
723,4559,41,-0.1
724,3646,4768,0.2
725,3646,5502,0.1
726,10,2159,0.1
727,1887,2238,0.3
728,201,191,0.1
729,139,155,0.1
730,3432,26,0.1
731,659,2150,0.2
732,26,3513,0.1
733,4351,1293,0.1
734,4514,4404,0.2
735,72,1764,0.1
736,1310,1610,-0.1
737,4436,4514,0.2
738,313,1981,0.1
739,1945,1230,0.1
740,5538,5512,0.5
741,1226,170,0.2
742,2996,5511,0.1
743,1998,5797,0.2
744,5583,4987,0.2
745,446,4521,0.1
746,477,436,0.1
747,1293,551,0.2
748,1037,1041,0.2
749,2974,4746,0.1
750,4545,4713,0.1
751,3456,4206,0.2
752,2580,2875,0.3
753,2279,2472,0.1
754,2557,2707,0.1
755,26,396,0.1
756,5581,5532,0.5
757,2587,3069,0.5
758,3040,977,0.6
759,2007,163,0.2
760,385,1500,-1.0
761,4807,1236,-1.0
762,2269,1576,0.1
763,385,1310,0.3
764,3261,4564,-1.0
765,5764,5757,0.1
766,231,163,0.1
767,669,10,0.1
768,2637,3335,-0.1
769,5532,4559,0.1
770,3795,3662,0.1
771,106,142,0.1
772,334,734,0.1
773,1293,4092,0.2
774,3525,2570,0.3
775,4115,4921,0.1
776,2077,5337,-0.1
777,3738,2214,0.1
778,684,694,0.3
779,0,1276,0.5
780,3806,4025,0.1
781,2472,2349,0.1
782,2849,1907,0.4
783,451,387,0.1
784,1907,3135,0.1
785,3,672,-1.0
786,506,3515,0.1
787,2587,3548,0.2
788,2822,2077,0.3
789,3848,506,0.1
790,3149,2953,1.0
791,1907,2852,0.1
792,841,879,0.2
793,42,120,0.2
794,1057,4246,0.2
795,1106,1108,0.1
796,1276,1160,0.6
797,691,693,0.1
798,5644,5648,0.5
799,3062,2545,0.1
800,4891,4878,0.1
801,1846,1827,0.1
802,1797,2174,0.2
803,199,27,0.2
804,26,3615,0.1
805,734,735,0.1
806,26,1071,0.1
807,1998,3910,0.2
808,1647,2526,0.1
809,1293,3845,0.1
810,3601,26,0.2
811,1717,1698,1.0
812,1998,3250,0.1
813,2125,1144,0.3
814,1664,1547,0.1
815,4583,1764,-1.0
816,1482,1354,0.2
817,3305,2713,0.5
818,0,313,0.5
819,5560,5561,0.1
820,1698,1694,0.1
821,3555,3814,0.2
822,3049,2953,0.1
823,4988,5036,0.5
824,1656,6,0.1
825,1998,5109,-1.0
826,3838,3570,0.1
827,1763,736,0.1
828,428,884,0.3
829,2276,1541,0.1
830,0,497,0.1
831,3248,4206,0.3
832,75,4115,0.5
833,103,3759,0.2
834,3646,1486,0.1
835,2338,4799,0.1
836,1756,1344,0.2
837,5314,3888,0.2
838,1629,2505,0.1
839,1722,1571,0.1
840,2279,2507,-0.5
841,264,574,0.1
842,2819,734,-0.1
843,3655,3590,0.1
844,2125,2626,-1.0
845,1369,3577,0.1
846,2778,5491,0.1
847,287,234,0.1
848,1002,610,0.1
849,188,6,0.1
850,3705,4246,0.5
851,1853,2507,-0.2
852,3573,75,0.2
853,165,3643,-0.9
854,2214,3730,0.1
855,1987,0,0.1
856,4806,4827,0.1
857,2710,4115,0.3
858,3062,3992,0.1
859,4443,4566,-1.0
860,2084,1970,0.1
861,2020,5511,-0.3
862,739,459,0.2
863,5819,5818,0.1
864,5432,3646,0.1
865,1951,5259,0.5
866,5825,5835,0.2
867,3536,4545,0.3
868,5797,5859,0.1
869,5158,3910,0.1
870,4299,1957,-0.2
871,321,2727,0.1
872,4094,4099,0.1
873,2707,26,0.4
874,3958,4492,0.1
875,30,124,0.1
876,1310,5430,0.1
877,797,956,0.1
878,1541,30,0.1
879,4027,4042,0.1
880,3668,1921,1.0
881,4521,3356,0.1
882,968,1012,0.2
883,2964,3264,-0.5
884,693,691,0.2
885,600,557,0.5
886,2016,4279,0.1
887,2077,5282,-0.1
888,1571,1522,0.5
889,44,285,0.1
890,1769,4577,-1.0
891,506,313,0.2
892,522,448,0.1
893,310,548,0.1
894,936,882,1.0
895,1734,1698,0.1
896,4092,3275,0.2
897,217,238,0.5
898,656,495,0.2
899,3738,3751,0.1
900,3819,3825,0.1
901,2974,1786,0.2
902,1521,1667,0.3
903,2742,2723,0.1
904,2515,2517,0.2
905,1981,3367,0.1
906,10,2902,0.1
907,3252,2077,0.4
908,461,403,0.2
909,4947,4988,0.1
910,3104,2354,0.2
911,4521,4199,0.1
912,4428,3910,0.1
913,3646,5736,0.1
914,3638,3577,0.5
915,4921,506,0.2
916,4034,1718,0.2
917,3819,4235,0.1
918,3379,1541,0.1
919,1981,3335,0.1
920,4137,3659,1.0
921,1946,3,0.1
922,5459,5624,-1.0
923,3766,3743,0.1
924,2020,2568,-1.0
925,2338,3075,0.1
926,593,378,0.1
927,867,964,0.2
928,26,2921,0.2
929,3631,5760,0.1
930,3062,2432,0.1
931,2892,2884,0.1
932,4577,4545,-1.0
933,1375,1358,0.1
934,5303,3379,0.1
935,268,16,0.3
936,2672,2683,0.1
937,4217,4148,0.1
938,763,551,0.1
939,2075,5333,0.1
940,1764,493,0.1
941,10,864,0.3
942,2587,3958,0.2
943,3354,4423,0.2
944,81,97,0.1
945,27,3518,0.1
946,30,50,0.1
947,3573,3536,0.2
948,4092,4120,0.1
949,2193,2181,0.1
950,2458,2471,0.1
951,4182,4204,0.1
952,4195,3802,0.1
953,2575,2573,0.1
954,1240,375,0.1
955,240,5082,0.2
956,3062,2768,0.1
957,1718,5603,0.3
958,26,1011,0.1
959,760,1144,0.8
960,26,3167,0.3
961,3586,2587,0.3
962,542,2592,0.1
963,3523,2407,0.1
964,1844,2020,0.5
965,4092,1275,0.2
966,3574,2587,0.3
967,4092,4181,0.1
968,21,89,0.2
969,428,1309,0.1
970,1505,3894,0.1
971,3684,3712,-1.0
972,98,175,0.1
973,1176,526,0.2
974,3566,1925,0.4
975,4373,2949,0.1
976,2070,2074,0.2
977,2699,3657,0.2
978,497,777,0.1
979,4482,4189,0.1
980,4284,4206,0.5
981,2643,2618,1.0
982,3606,2884,0.2
983,5135,4741,0.1
984,446,0,1.0
985,56,29,0.3
986,1334,3667,-1.0
987,2990,2587,1.0
988,1321,977,0.1
989,2077,5023,-1.0
990,4115,4481,-1.0
991,1444,864,0.6
992,4027,3285,-0.2
993,4850,5005,0.1
994,2876,4798,0.1
995,1921,1918,0.1
996,95,30,0.1
997,1522,1547,0.2
998,4531,4314,0.1
999,1354,1585,0.1
1000,3216,2511,0.1
1001,236,183,0.1
1002,896,921,0.2
1003,2413,2587,0.1
1004,5729,4092,0.1
1005,5675,26,0.6
1006,1324,1685,0.1
1007,321,163,0.1
1008,2596,1981,0.3
1009,2736,2721,0.2
1010,2938,1629,0.1
1011,3701,3335,0.2
1012,3388,1981,0.2
1013,1592,1643,0.1
1014,75,2248,0.3
1015,864,41,1.0
1016,2077,5108,-1.0
1017,4413,4783,0.1
1018,5411,5224,0.1
1019,1521,4592,-1.0
1020,264,147,0.1
1021,729,885,0.2
1022,3564,98,-0.1
1023,1859,2037,0.1
1024,673,750,0.2
1025,1998,41,0.2
1026,1057,1624,0.5
1027,1681,1344,0.1
1028,3659,2587,0.1
1029,1892,4171,0.1
1030,1783,977,0.3
1031,1540,3668,-1.0
1032,3340,1764,0.1
1033,1957,1725,0.2
1034,3587,26,0.1
1035,2577,1500,1.0
1036,5208,5192,0.3
1037,2444,4115,0.2
1038,664,2399,0.1
1039,4219,1764,0.3
1040,2602,3680,-1.0
1041,10,428,0.1
1042,6,1512,0.1
1043,263,98,0.1
1044,2338,4806,-0.1
1045,1293,4701,0.1
1046,1981,2819,0.1
1047,3838,3623,0.1
1048,3673,623,0.1
1049,165,2508,0.1
1050,4325,4435,0.1
1051,1571,1496,0.3
1052,4339,2119,0.1
1053,2077,5373,-0.2
1054,469,383,0.1
1055,4444,5758,0.2
1056,1344,1547,0.1
1057,321,441,0.1
1058,3713,4582,-1.0
1059,5861,3378,0.1
1060,727,777,0.1
1061,2283,2284,0.2
1062,999,623,0.2
1063,4230,3786,0.2
1064,26,2124,0.1
1065,2925,2128,0.1
1066,2125,3,0.2
1067,2328,3069,0.1
1068,1521,2126,0.1
1069,1341,1405,0.1
1070,3945,2001,-0.1
1071,4327,4404,0.1
1072,2353,1797,0.1
1073,2214,2338,0.1
1074,1275,1444,0.3
1075,1814,1878,0.1
1076,80,6,0.1
1077,1276,1087,0.2
1078,2587,3920,0.3
1079,128,451,0.1
1080,3251,3138,0.1
1081,1176,425,0.1
1082,423,428,0.1
1083,1907,2793,0.1
1084,3379,4807,0.1
1085,5515,4833,0.8
1086,1456,4092,0.2
1087,2229,2227,0.1
1088,2258,2317,-0.1
1089,2006,1800,-1.0
1090,1012,1275,0.1
1091,1800,1832,0.4
1092,791,646,0.3
1093,80,29,0.1
1094,2077,4656,-1.0
1095,4180,3743,0.3
1096,2002,2672,0.2
1097,2587,3426,0.2
1098,2079,2707,1.0
1099,2472,44,0.1
1100,4471,4795,0.1
1101,5100,5107,1.0
1102,3659,3982,0.1
1103,26,4427,0.1
1104,3751,4669,0.1
1105,1354,864,0.4
1106,3032,495,0.1
1107,108,3740,0.2
1108,3743,3838,0.1
1109,1144,1782,0.1
1110,1026,947,0.2
1111,1900,1764,0.1
1112,4337,3814,0.1
1113,3077,2839,-1.0
1114,86,1161,0.1
1115,4274,30,0.1
1116,2953,3946,0.1
1117,5692,4833,0.3
1118,4279,4697,0.1
1119,4219,4471,0.1
1120,4092,4155,0.1
1121,163,2044,0.1
1122,2632,264,0.1
1123,2146,5411,0.2
1124,4206,3763,0.1
1125,977,4279,0.1
1126,234,2065,0.1
1127,1342,1160,1.0
1128,1310,2605,-0.1
1129,1051,867,1.0
1130,3888,5272,0.2
1131,0,606,0.2
1132,1306,506,0.1
1133,229,6,0.1
1134,3356,5192,0.2
1135,3390,1981,0.2
1136,783,497,0.1
1137,5100,1998,-1.0
1138,2635,2621,-1.0
1139,3705,2782,0.2
1140,2255,2384,-0.2
1141,4471,5147,-1.0
1142,1629,2500,0.2
1143,3179,2953,0.1
1144,2037,1981,0.2
1145,844,862,0.2
1146,606,521,0.1
1147,3825,2150,0.1
1148,2247,2545,0.3
1149,2020,0,0.1
1150,5085,4521,0.1
1151,3841,0,0.1
1152,864,4576,-1.0
1153,3759,4175,0.1
1154,2821,1981,-0.9
1155,1310,5424,0.2
1156,1098,1099,1.0
1157,1512,10,0.5
1158,2466,1764,0.1
1159,0,86,0.1
1160,1771,1647,0.2
1161,1344,1361,0.1
1162,1708,452,0.1
1163,791,916,0.3
1164,448,497,0.1
1165,1204,1915,0.1
1166,729,924,0.4
1167,4444,313,0.1
1168,2077,5256,-0.2
1169,5184,5175,0.1
1170,977,5758,0.3
1171,3926,4092,0.1
1172,734,10,0.1
1173,2077,206,0.1
1174,2628,2125,-1.0
1175,1498,0,0.1
1176,3712,4591,-1.0
1177,3052,2778,0.1
1178,4183,4423,0.1
1179,106,114,0.1
1180,3585,2247,0.2
1181,163,337,0.1
1182,3150,3294,0.5
1183,1011,24,0.1
1184,95,142,0.1
1185,217,224,0.5
1186,1742,18,0.1
1187,1236,864,0.2
1188,1764,3114,-0.2
1189,26,1912,0.2
1190,1568,1725,0.1
